ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
172	Huichol	Snake	kuu	kuu	k uː	57
174	Tepiman	Snake	*ko’o	ko	k o	57
175	Cahita	Snake	baakot	baakot	b aː k o t	57
176	Tarahumaran	Snake	sinoi/(kuhuá ‘snake sp.’)	sinoi	s i n o i	58
177	ProtoCoracholNahua	Snake	**ku	ku	k u	59
634	Cora	Snow (n)	seeri	seeri	s eː r i	190
635	Huichol	Snow (n)	ɨɨví	ɨɨví	ɨː v i	191
637	Tepiman	Snow (n)	kɨvai	kɨvai	k ɨ v ai	192
638	Cahita	Snow (n)	sápam	sápam	s a p a m	193
639	Tarahumaran	Snow (n)	kepá	kepá	k e p a	192
640	ProtoCoracholNahua	Snow (n)	**se	se	s e	190
556	Cora	Stand	-téhebee	-téhebee	t e h e b eː	167
557	Huichol	Stand	téwi	téwi	t e w i	167
559	Tepiman	Stand	kɨka/*wɨka	kɨka	k ɨ k a	168
560	Tepiman	Stand	kɨka/*wɨka	wɨka	w ɨ k a	
561	Cahita	Stand	wéyek	wéyek	w e j e k	169
562	Tarahumaran	Stand	weri	weri	w e r i	169
592	Cora	Star	sú’ura’abe	sú	s u	178
593	Huichol	Star	ʂurawe	ʂurawe	ʂ u r a w e	178
595	Tepiman	Star	sipo/suu	sipo	s i p o	179
596	Tepiman	Star	sipo/suu	suu	s uː	
597	Cahita	Star	čóki	čóki	tʃ o k i	180
598	Tarahumaran	Star	so’póri	so	s o	179
599	ProtoCoracholNahua	Star	**su:ta-	su:ta-	s uː t a	178
642	Cora	Stone	teté	teté	t e t e	195
643	Huichol	Stone	tete	tete	t e t e	195
645	Tepiman	Stone	*hoda < soya?	hoda	h o d a	196
646	Cahita	Stone	téta	téta	t e t a	195
647	Tarahumaran	Stone	teté	teté	t e t e	195
648	ProtoCoracholNahua	Stone	**te	te	t e	195
577	Cora	Sun	sɨkah	sɨkah	s ɨ k a h	174
578	Huichol	Sun	tau	tau	t au	175
580	Tepiman	Sun	tása	tása	t a s a	176
581	Cahita	Sun	tá’a	tá	t a	176
582	Tarahumaran	Sun	táhenari	táhenari	t a h e n a r i	176
583	ProtoCoracholNahua	Sun	**tau	tau	t au	175
270	Cora	Tail	kwasí	kwasí	kʷ a s i	91
271	Huichol	Tail	kwaʂi	kwaʂi	kʷ a ʂ i	91
273	Tepiman	Tail	bahi	bahi	b a h i	91
274	Cahita	Tail	bwasia	bwasia	bʷ a s i a	91
275	Tarahumaran	Tail	wahsi	wahsi	w a h s i	91
345	Cora	Tongue	nanuri	nanuri	n a n u r i	109
346	Huichol	Tongue	neni	neni	n e n i	109
348	Tepiman	Tongue	nɨɨni	nɨɨni	n ɨː n i	109
349	Cahita	Tongue	níni	níni	n i n i	109
338	Cora	Tooth	tamé	tamé	t a m e	108
339	Huichol	Tooth	tame	tame	t a m e	108
341	Tepiman	Tooth	tama	tama	t a m a	108
342	Cahita	Tooth	támi	támi	t a m i	108
343	Tarahumaran	Tooth	tamé	tamé	t a m e	108
179	Cora	Tree	kɨyé	kɨyé	k ɨ	60
180	Huichol	Tree	kɨye	kɨye	k ɨ j e	60
182	Tepiman	Tree	*ku’agi	ku	k u	60
183	Cahita	Tree	*kútta	kútta	k u t t a	60
184	Tarahumaran	Tree	kuu	kuu	k uː	60
28	Cora	Two	wá’apwa	wá	w a	7
29	Huichol	Two	huuta	huuta	h uː t a	7
31	Tepiman	Two	*gok	gok	g o k	7
32	Cahita	Two	*woyi	woyi	w o j i	7
33	Tarahumaran	Two	*woka	woka	w o k a	7
34	ProtoCoracholNahua	Two	**wapu-	wapu-	w a p u	7
461	Cora	Vomit	hara’a	hara	h a r a	138
463	Tepiman	Vomit	wihot	wihot	w i h o t	139
464	Cahita	Vomit	bísata	bísata	b i s a t a	139
465	Tarahumaran	Vomit	kopéso	kopéso	k o p e s o	139
523	Cora	Walk (v)	-yeiwe	-yeiwe	j w e	155
524	Huichol	Walk (v)	yeiya	yeiya	j e i j a	155
527	Tepiman	Walk (v)	sime	sime	s i m e	156
528	Cahita	Walk (v)	siime	siime	s iː m e	156
529	Tarahumaran	Walk (v)	simí	simí	s i m i	156
530	ProtoCoracholNahua	Walk (v)	**yai-wi	yai-wi	j ai + w i	155
608	Cora	Water	hah	hah	h a h	184
609	Huichol	Water	ha	ha	h a	184
611	Tepiman	Water	sudagi < sbuyawi	sudagi	s u d a g i	185
612	Cahita	Water	báa	báa	b aː	184
613	Tarahumaran	Water	pawí	pawí	p a w i	184
614	ProtoCoracholNahua	Water	**ha:	ha:	h aː	184
755	Cora	White	kwaina	kwaina	kʷ ai n a	234
756	Huichol	White	tuʂa	tuʂa	t u ʂ a	235
758	Tepiman	White	toha	toha	t o h a	235
759	Cahita	White	tósa	tósa	t o s a	235
760	Tarahumaran	White	tosá-	tosá-	t o s a	235
617	Cora	Wind	eeka	eeka	eː k a	186
618	Huichol	Wind	eeka	eeka	eː k a	186
621	Tepiman	Wind	hɨvɨri	hɨvɨri	h ɨ v ɨ r i	187
622	Cahita	Wind	héeka	héeka	h eː k a	186
623	Tarahumaran	Wind	eká	eká	e k a	186
111	Cora	Woman	ɨíta’a/úka	ɨíta	ɨ i t a	36
112	Huichol	Woman	‘uka/	‘uka	ʔ u k a	36
114	Tepiman	Woman	*okisi/*honiga	okisi	o k i s i	37
115	Tepiman	Woman	*okisi/*honiga	honiga	h o n i g a	38
116	Cahita	Woman	*huubi	huubi	h uː b i	39
117	Tarahumaran	Woman	*upí	upí	u p i	39
786	Cora	Year	ruu-sí	ruu-sí	r uː + s i	243
787	Huichol	Year	wi-yari	wi-yari	w i + j a r i	244
789	Tepiman	Year	oidha <wiya	oidha	o i dʰ a	244
790	Cahita	Year	wasuk-	wasuk-	w a s u k	245
791	Tarahumaran	Year	pamí	pamí	p a m i	246
792	ProtoCoracholNahua	Year	**si-wi	si-wi	s i + w i	243
748	Cora	Yellow	taúmwa	taúmwa	t a u mʷ a	229
749	Huichol	Yellow	taʂaiye	taʂaiye	t a ʂ ai j e	230
751	Tepiman	Yellow	oam	oam	o a m	232
752	Cahita	Yellow	sawá	sawá	s a w a	233
753	Tarahumaran	Yellow	sawa-	sawa-	s a w a	233
