ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
422	Kayah	dog	thwi¹¹	thwi¹¹	tʰ w i ¹¹		1040
713	Kayan	dog	thwi¹¹	thwi¹¹	tʰ w i ¹¹		1040
1014	Kayaw	dog	thi¹¹	thi¹¹	tʰ i ¹¹		1040
1317	NorthernPao	dog	thwi⁵⁵	thwi⁵⁵	tʰ w i ⁵⁵		1040
1604	NorthernPwo	dog	thwi³³	thwi³³	tʰ w i ³³		1040
1890	NorthernSgaw	dog	thwi³¹῀	thwi³¹῀	tʰ w i ³¹		1040
2182	SouthernPao	dog	thwi³³	thwi³³	tʰ w i ³³		1040
2467	SouthernPwo	dog	thwi⁵⁵	thwi⁵⁵	tʰ w i ⁵⁵		1040
2763	SouthernSgaw	dog	thwi⁴⁵’	thwi⁴⁵’	tʰ w i ⁴⁵		1040
3043	WesternBwe	dog	thwi³³	thwi³³	tʰ w i ³³		1040
89	ProtoKaren	dove	*(thoᴮ)lwiᴮ	*lwiᴮ	l w i ¹¹		1053
424	Kayah	dove	lwi¹¹	lwi¹¹	l w i ¹¹		1053
715	Kayan	dove	lwi¹¹	lwi¹¹	l w i ¹¹		1053
1016	Kayaw	dove	li¹¹	li¹¹	l i ¹¹		1053
1319	NorthernPao	dove	lwi⁵³	lwi⁵³	l w i ⁵³		1053
1606	NorthernPwo	dove	lei¹¹ ̈	lei¹¹̈	l ei ɦ ¹¹		1053
1892	NorthernSgaw	dove	lwi¹¹ ̈	lwi¹¹̈	l w i ɦ ¹¹		1053
2184	SouthernPao	dove	lwi⁵⁵	lwi⁵⁵	l w i ⁵⁵		1053
2469	SouthernPwo	dove	lwi³³	lwi³³	l w i ³³		1053
2765	SouthernSgaw	dove	lwi³¹	lwi³¹	l w i ³¹		1053
3045	WesternBwe	dove	lwi³³	lwi³³	l w i ³³		1053
90	ProtoKaren	dream (v.)	*maŋᴮ	*maŋᴮ	m a ŋ ¹¹		1065
425	Kayah	dream (v.)	mɛ¹¹	mɛ¹¹	m ɛ ¹¹		1065
716	Kayan	dream (v.)	maŋ¹¹	maŋ¹¹	m a ŋ ¹¹		1065
1017	Kayaw	dream (v.)	mɔ¹¹	mɔ¹¹	m ɔ ¹¹		1065
1320	NorthernPao	dream (v.)	maŋ⁵³	maŋ⁵³	m a ŋ ⁵³		1065
1607	NorthernPwo	dream (v.)	mɛ̃¹¹ ̈	mɛ̃¹¹̈	m ɛ̃ ɦ ¹¹		1065
1893	NorthernSgaw	dream (v.)	mi³³mɔ³¹῀	mi³³mɔ³¹῀	m i ³³ + m ɔ̃ ³¹		1981 1066
2185	SouthernPao	dream (v.)	maŋ⁵⁵	maŋ⁵⁵	m a ŋ ⁵⁵		1065
2470	SouthernPwo	dream (v.)	mɔ̃³³	mɔ̃³³	m ɔ̃ ³³		1065
2766	SouthernSgaw	dream (v.)	mɔ³¹	mɔ³¹	m ɔ ³¹		1065
3046	WesternBwe	dream (v.)	mi⁵⁵ma³³	mi⁵⁵ma³³	m i ⁵⁵ + m a ³³		1981 1065
91	ProtoKaren	drink(v.)	Ɂɔᴬ	Ɂɔᴬ	ʔ ɔ ⁵⁵		1080
426	Kayah	drink(v.)	Ɂo³³	Ɂo³³	ʔ o ³³		1080
717	Kayan	drink(v.)	Ɂau⁵³	Ɂau⁵³	ʔ au ⁵³		1080
1018	Kayaw	drink(v.)	Ɂo⁵⁵	Ɂo⁵⁵	ʔ o ⁵⁵		1080
1608	NorthernPwo	drink(v.)	Ɂɔ⁵⁵	Ɂɔ⁵⁵	ʔ ɔ ⁵⁵		1080
1894	NorthernSgaw	drink(v.)	Ɂɔ³³	Ɂɔ³³	ʔ ɔ ³³		1080
2471	SouthernPwo	drink(v.)	Ɂo³¹ ̈	Ɂo³¹̈	ʔ o ɦ ³¹		1080
2767	SouthernSgaw	drink(v.)	Ɂɔ⁵⁵	Ɂɔ⁵⁵	ʔ ɔ ⁵⁵		1080
3047	WesternBwe	drink(v.)	ɔ⁵⁵	ɔ⁵⁵	ɔ ⁵⁵		1080
93	ProtoKaren	drunk	*mwɨNᴬ	*mwɨNᴬ	m w ɨ ɴ ⁵⁵		1091
427	Kayah	drunk	mɨ¹¹	mɨ¹¹	m ɨ ¹¹		1091
719	Kayan	drunk	mɨ³³	mɨ³³	m ɨ ³³		1091
1020	Kayaw	drunk	mʉ³³	mʉ³³	m ʉ ³³		1091
1322	NorthernPao	drunk	mun³³	mun³³	m u n ³³		1091
1610	NorthernPwo	drunk	mɑ̃⁵⁵	mɑ̃⁵⁵	m ɑ̃ ⁵⁵		1091
1896	NorthernSgaw	drunk	mu³³	mu³³	m u ³³		1091
2187	SouthernPao	drunk	mu̯ əm⁵³	mu̯əm⁵³	m w ə m ⁵³		1091
2473	SouthernPwo	drunk	mə̃ɨ³¹ ̈	mə̃ɨ³¹̈	m ə̃ɨ ɦ ³¹		1091
2769	SouthernSgaw	drunk	mu³³	mu³³	m u ³³		1091
3049	WesternBwe	drunk	mu³³	mu³³	m u ³³		1091
92	ProtoKaren	dry(v.)	*hloᴬ	*hloᴬ	l̥ o ⁵⁵		1104
718	Kayan	dry(v.)	lau⁵³	lau⁵³	l au ⁵³		1104
1019	Kayaw	dry(v.)	lo⁵⁵	lo⁵⁵	l u ⁵⁵		1104
1321	NorthernPao	dry(v.)	lo³¹ ̈	lo³¹̈	l o ɦ ³¹		1104
1609	NorthernPwo	dry(v.)	lu³⁵	lu³⁵	l u ³⁵		1104
1895	NorthernSgaw	dry(v.)	lɔ³³	lɔ³³	l o ³³		1104
2186	SouthernPao	dry(v.)	lo³¹ ̈	lo³¹̈	l o ɦ ³¹		1104
2472	SouthernPwo	dry(v.)	lu⁵³	lu⁵³	l u ⁵³		1104
2768	SouthernSgaw	dry(v.)	lɔ⁵⁵	lɔ⁵⁵	l u ⁵⁵		1104
3048	WesternBwe	dry(v.)	lo⁵⁵	lo⁵⁵	l o ⁵⁵		1104
94	ProtoKaren	dung, excrement	* Ɂeᴮ	*_Ɂeᴮ	ʔ e ¹¹		1116
428	Kayah	dung, excrement	Ɂi¹¹	Ɂi¹¹	ʔ i ¹¹		1116
720	Kayan	dung, excrement	Ɂai¹¹	Ɂai¹¹	ʔ ai ¹¹		1116
1021	Kayaw	dung, excrement	Ɂi¹¹	Ɂi¹¹	ʔ i ¹¹		1116
1323	NorthernPao	dung, excrement	Ɂe⁵⁵	Ɂe⁵⁵	ʔ e ⁵⁵		1116
1611	NorthernPwo	dung, excrement	Ɂi³³	Ɂi³³	ʔ i ³³		1116
1897	NorthernSgaw	dung, excrement	Ɂe³¹῀	Ɂe³¹῀	ʔ e ³¹		1116
2188	SouthernPao	dung, excrement	Ɂe³³	Ɂe³³	ʔ e ³³		1116
2474	SouthernPwo	dung, excrement	Ɂi⁵⁵	Ɂi⁵⁵	ʔ i ⁵⁵		1116
2770	SouthernSgaw	dung, excrement	Ɂe⁴⁵’	Ɂe⁴⁵’	ʔ e ⁴⁵		1116
3050	WesternBwe	dung, excrement	ɪ³³	ɪ³³	ɪ ³³		1116
95	ProtoKaren	ear	*naᴮ	*naᴮ	n a ¹¹		1129
429	Kayah	ear	ne¹¹	ne¹¹	n e ¹¹		1129
721	Kayan	ear	na¹¹	na¹¹	n a ¹¹		1129
1022	Kayaw	ear	na¹¹	na¹¹	n a ¹¹		1129
1324	NorthernPao	ear	na⁵³	na⁵³	n a ⁵³		1129
1612	NorthernPwo	ear	nɛ¹¹	nɛ¹¹	n a ɦ ¹¹		1129
1898	NorthernSgaw	ear	na¹¹ ̈	na¹¹̈	n a ɦ ¹¹		1129
2189	SouthernPao	ear	na⁵⁵	na⁵⁵	n a ⁵⁵		1129
2475	SouthernPwo	ear	na³³	na³³	n a ³³		1129
2771	SouthernSgaw	ear	na³¹	na³¹	n a ³¹		1129
3051	WesternBwe	ear	nɛ³³	nɛ³³	n ɛ ³³		1129
96	ProtoKaren	earthworm	*jɛɁᴰ	*jɛɁᴰ	j ɛ ʔ ⁵¹		1142
430	Kayah	earthworm	ja³³	ja³³	j a ³³		1142
722	Kayan	earthworm	ɟɛɁ²¹	ɟɛɁ²¹	ɟ ɛ ʔ ²¹		1142
1023	Kayaw	earthworm	je³³	je³³	j e ³³		1142
1325	NorthernPao	earthworm	jɛɁ⁴⁵	jɛɁ⁴⁵	j ɛ ʔ ⁴⁵		1142
2190	SouthernPao	earthworm	jɛɁ⁴⁵	jɛɁ⁴⁵	j ɛ ʔ ⁴⁵		1142
97	ProtoKaren	easy	*hɲawᴬ	*hɲawᴬ	ɲ̊ au ⁵⁵		1150
431	Kayah	easy	ju³³	ju³³	j u ³³		1149
723	Kayan	easy	jau⁵³	jau⁵³	j au ⁵³		1149
1024	Kayaw	easy	ju⁵⁵	ju⁵⁵	j u ⁵⁵		1149
1613	NorthernPwo	easy	jɔ³⁵	jɔ³⁵	j ɔ ³⁵		1149
1899	NorthernSgaw	easy	ɲɔ³³	ɲɔ³³	ɲ ɔ ³³		1150
2476	SouthernPwo	easy	jo⁵³	jo⁵³	j o ⁵³		1149
2772	SouthernSgaw	easy	ɲɔ⁵⁵	ɲɔ⁵⁵	ɲ ɔ ⁵⁵		1150
3052	WesternBwe	easy	jo⁵⁵	jo⁵⁵	j o ⁵⁵		1149
98	ProtoKaren	eat	*Ɂamᴮ	*Ɂamᴮ	ʔ a m ¹¹		1160
432	Kayah	eat	Ɂɛ¹¹	Ɂɛ¹¹	ʔ e ¹¹		1160
724	Kayan	eat	Ɂaŋ¹¹	Ɂaŋ¹¹	ʔ a ŋ ¹¹		1160
1025	Kayaw	eat	Ɂɔ¹¹	Ɂɔ¹¹	ʔ ɔ ¹¹		1160
1326	NorthernPao	eat	Ɂam⁵⁵	Ɂam⁵⁵	ʔ a m ⁵⁵		1160
1614	NorthernPwo	eat	Ɂɛ̃³³	Ɂɛ̃³³	ʔ ã ³³		1160
1900	NorthernSgaw	eat	Ɂɔ³¹῀	Ɂɔ³¹῀	ʔ ɔ̃ ³¹		1160
2191	SouthernPao	eat	Ɂam³³	Ɂam³³	ʔ a m ³³		1160
2477	SouthernPwo	eat	Ɂɔ̃⁵⁵	Ɂɔ̃⁵⁵	ʔ ɔ̃ ⁵⁵		1160
2773	SouthernSgaw	eat	Ɂɔ⁴⁵’	Ɂɔ⁴⁵’	ʔ ɔ ⁴⁵		1160
3053	WesternBwe	eat	a³³	a³³	a ³³		1161
99	ProtoKaren	egg	*Ɂdejᴮ	*Ɂdejᴮ	ˀd ei ¹¹		1173
433	Kayah	egg	də¹¹	də¹¹	d ə ¹¹		1173
725	Kayan	egg	tɨ¹¹	tɨ¹¹	d ɨ ¹¹		1173
1026	Kayaw	egg	di¹¹	di¹¹	d i ¹¹		1173
1327	NorthernPao	egg	di⁵⁵	di⁵⁵	d i ⁵⁵		1173
1615	NorthernPwo	egg	dei³³	dei³³	d ei ³³		1173
1901	NorthernSgaw	egg	di³¹῀	di³¹῀	d i ³¹		1173
2192	SouthernPao	egg	di³³	di³³	d i ³³		1173
2478	SouthernPwo	egg	dei⁵⁵	dei⁵⁵	d ei ⁵⁵		1173
2774	SouthernSgaw	egg	di⁴⁵’	di⁴⁵’	d i ⁴⁵		1173
3054	WesternBwe	egg	- ɗi³³	-_ɗi³³	ɗ i ³³		1173
100	ProtoKaren	eggplant	*s-gaNᴬ	*s-gaNᴬ	s ə ⁰ + g a ŋ ⁵⁵		1187 1186
434	Kayah	eggplant	kɛ¹¹	kɛ¹¹	k ɛ ¹¹		1186
726	Kayan	eggplant	kaŋ³³	kaŋ³³	k a ŋ ³³		1186
1027	Kayaw	eggplant	-kɔ³³	-kɔ³³	k ɔ ³³		1186
1902	NorthernSgaw	eggplant	sə¹¹kɔ³³	sə¹¹kɔ³³	s ə ¹¹ + k ɔ ³³		1187 1186
2775	SouthernSgaw	eggplant	kɔ³³	kɔ³³	k ɔ ³³		1186
101	ProtoKaren	eight	*khrɔtᴰ/*grɔtᴰ	*khrɔtᴰ	kʰ r ɔ t ⁵¹		1195
727	Kayan	eight	chauɁ⁴⁵	chauɁ⁴⁵	cʰ au ʔ ⁴⁵		1195
1028	Kayaw	eight	-xɔ¹¹	-xɔ¹¹	x ɔ ¹¹		1195
1328	NorthernPao	eight	sət²¹	sət²¹	s ə t ²¹		1195
1616	NorthernPwo	eight	xoɁ²¹	xoɁ²¹	x o ʔ ²¹		1195
1903	NorthernSgaw	eight	xɔɁ⁴⁵	xɔɁ⁴⁵	x ɔ ʔ ⁴⁵		1195
2193	SouthernPao	eight	sɔt²¹	sɔt²¹	s ɔ t ²¹		1195
2479	SouthernPwo	eight	xuɁ⁴⁵	xuɁ⁴⁵	x u ʔ ⁴⁵		1195
2776	SouthernSgaw	eight	xoɁ²¹	xoɁ²¹	x o ʔ ²¹		1195
102	ProtoKaren	elephant	*k-chaŋᴬ	*k-chaŋᴬ	k ə ⁰ + cʰ a ŋ ⁵⁵		1209 1207
435	Kayah	elephant	chɛ³³	chɛ³³	cʰ ɛ ³³		1207
728	Kayan	elephant	chaŋ⁵³	chaŋ⁵³	cʰ a ŋ ⁵³		1207
1029	Kayaw	elephant	rɔ¹¹chɔ⁵⁵	rɔ¹¹chɔ⁵⁵	r ɔ ¹¹ + cʰ ɔ ⁵⁵		1208 1207
1329	NorthernPao	elephant	chaŋ³¹ ̈	chaŋ³¹̈	cʰ a ŋ ɦ ³¹		1207
1617	NorthernPwo	elephant	ka¹¹chɛ̃³⁵	ka¹¹chɛ̃³⁵	k a ¹¹ + cʰ ɛ̃ ³⁵		1209 1207
1904	NorthernSgaw	elephant	kə¹¹chɔ³³	kə¹¹chɔ³³	k ə ¹¹ + cʰ ɔ̃ ³³		1209 1207
2194	SouthernPao	elephant	chaŋ³¹ ̈	chaŋ³¹̈	cʰ a ŋ ɦ ³¹		1207
2480	SouthernPwo	elephant	kə¹¹chɔ̃⁵³	kə¹¹chɔ̃⁵³	k ə ¹¹ + cʰ ɔ̃ ⁵³		1209 1207
2777	SouthernSgaw	elephant	kə¹¹chɔ⁵⁵	kə¹¹chɔ⁵⁵	k ə ¹¹ + cʰ ɔ ⁵⁵		1209 1207
3055	WesternBwe	elephant	(gə) ʃa⁵⁵	_ʃa⁵⁵	ʃ a ⁵⁵		1207
103	ProtoKaren	embrace, hug	* phɔɁᴰ	*_phɔɁᴰ	pʰ ɔ ʔ̚ ⁵¹		1226
436	Kayah	embrace, hug	phɛ⁵⁵	phɛ⁵⁵	pʰ ɛ ⁵⁵		1226
1030	Kayaw	embrace, hug	pho³³	pho³³	pʰ o ³³		1226
1330	NorthernPao	embrace, hug	phɔɁ²¹	phɔɁ²¹	pʰ ɔ ʔ ²¹		1226
1618	NorthernPwo	embrace, hug	phoɁ⁴⁵	phoɁ⁴⁵	pʰ o ʔ ⁴⁵		1226
1905	NorthernSgaw	embrace, hug	phɔɁ⁴⁵	phɔɁ⁴⁵	pʰ ɔ ʔ ⁴⁵		1226
2481	SouthernPwo	embrace, hug	phuɁ²¹	phuɁ²¹	pʰ u ʔ ²¹		1226
2778	SouthernSgaw	embrace, hug	phoɁ²¹	phoɁ²¹	pʰ o ʔ ²¹		1226
3056	WesternBwe	embrace, hug	phɔ³³	phɔ³³	pʰ ɔ ³³		1226
104	ProtoKaren	enter	*n( )Ɂᴰ	*nɁᴰ	n ə ʔ ⁵¹		1237
437	Kayah	enter	no³³	no³³	n o ³³		1237
1031	Kayaw	enter	nu³³	nu³³	n u ³³		1237
1619	NorthernPwo	enter	naəɁ²¹	naəɁ²¹	n aə ʔ ²¹		1237
1906	NorthernSgaw	enter	nɨɁ²¹	nɨɁ²¹	n ɨ ʔ ²¹		1237
2195	SouthernPao	enter	nəɁ⁴⁵	nəɁ⁴⁵	n ə ʔ ⁴⁵		1237
2779	SouthernSgaw	enter	nəu¹¹ ̈	nəu¹¹̈	n əu ɦ ¹¹		1237
3057	WesternBwe	enter	nu¹¹	nu¹¹	n u ¹¹		1237
105	ProtoKaren	exert forcing to expel	*chuNᴬ	*chuNᴬ	cʰ u ɴ ⁵⁵		1247
438	Kayah	exert forcing to expel	chɨ³³	chɨ³³	cʰ ɨ ³³		1247
729	Kayan	exert forcing to expel	chwaŋ⁵³	chwaŋ⁵³	cʰ w a ŋ ⁵³		1247
1032	Kayaw	exert forcing to expel	chu⁵⁵	chu⁵⁵	cʰ u ⁵⁵		1247
1331	NorthernPao	exert forcing to expel	chən³¹ ̈	chən³¹̈	cʰ ə ŋ ɦ ³¹		1247
1907	NorthernSgaw	exert forcing to expel	chu³³	chu³³	cʰ u ³³		1247
2196	SouthernPao	exert forcing to expel	chuə̯ m³¹ ̈	chuə̯m³¹̈	cʰ w ə m ³¹		1247
106	ProtoKaren	extinguish (t.v.)	*p/biɁᴰ	*p|biɁᴰ	p i ʔ̚ ⁵¹		1255
439	Kayah	extinguish (t.v.)	pi³³	pi³³	p i ³³		1255
730	Kayan	extinguish (t.v.)	pɨɁ²¹	pɨɁ²¹	p ɨ ʔ ²¹		1255
1033	Kayaw	extinguish (t.v.)	pi³³	pi³³	p i ³³		1255
1332	NorthernPao	extinguish (t.v.)	peɁ²¹	peɁ²¹	p e ʔ ²¹		1255
1620	NorthernPwo	extinguish (t.v.)	phaiɁ²¹	phaiɁ²¹	pʰ ai ʔ ²¹		1255
1908	NorthernSgaw	extinguish (t.v.)	phiɁ⁴⁵	phiɁ⁴⁵	pʰ i ʔ ⁴⁵		1255
2197	SouthernPao	extinguish (t.v.)	piɁ²¹	piɁ²¹	p i ʔ ²¹		1255
2482	SouthernPwo	extinguish (t.v.)	phaiɁ⁴⁵	phaiɁ⁴⁵	pʰ ai ʔ ⁴⁵		1255
2780	SouthernSgaw	extinguish (t.v.)	pai¹¹ ̈	pai¹¹̈	p ai ɦ ¹¹		1255
3058	WesternBwe	extinguish (t.v.)	bɪ¹¹	bɪ¹¹	b ɪ ¹¹		1255
107	ProtoKaren	eye, face	*mɛɁᴰ	*mɛɁᴰ	m ɛ ʔ̚ ⁵¹		1268
1333	NorthernPao	eye, face	mɛɁ⁴⁵	mɛɁ⁴⁵	m ɛ ʔ ⁴⁵		1268
1621	NorthernPwo	eye, face	meɁ²¹	meɁ²¹	m e ʔ ²¹		1268
1909	NorthernSgaw	eye, face	mɛɁ²¹	mɛɁ²¹	m ɛ ʔ ²¹		1268
2198	SouthernPao	eye, face	mɛɁ⁴⁵	mɛɁ⁴⁵	m ɛ ʔ ⁴⁵		1268
2483	SouthernPwo	eye, face	meɁ⁴⁵	meɁ⁴⁵	m e ʔ ⁴⁵		1268
2781	SouthernSgaw	eye, face	mɛ¹¹ ̈	mɛ¹¹̈	m ɛ ɦ ¹¹		1268
108	ProtoKaren	fall down	*dɛɁᴰ	*dɛɁᴰ	d ɛ ʔ̚ ⁵¹		1277
440	Kayah	fall down	ta³³	ta³³	t a ³³		1277
731	Kayan	fall down	tɛɁ²¹	tɛɁ²¹	t ɛ ʔ ²¹		1277
1034	Kayaw	fall down	te³³	te³³	t e ³³		1277
1334	NorthernPao	fall down	thɛɁ⁴⁵	thɛɁ⁴⁵	tʰ ɛ ʔ ⁴⁵		1277
1622	NorthernPwo	fall down	theɁ²¹	theɁ²¹	tʰ e ʔ ²¹		1277
1910	NorthernSgaw	fall down	tɛɁ²¹	tɛɁ²¹	t ɛ ʔ ²¹		1277
2199	SouthernPao	fall down	tɛɁ⁴⁵	tɛɁ⁴⁵	t ɛ ʔ ⁴⁵		1277
2484	SouthernPwo	fall down	theɁ⁴⁵	theɁ⁴⁵	tʰ e ʔ ⁴⁵		1277
2782	SouthernSgaw	fall down	tɛ¹¹ ̈	tɛ¹¹̈	t ɛ ɦ ¹¹		1277
3059	WesternBwe	fall down	de¹¹	de¹¹	d e ¹¹		1277
109	ProtoKaren	fat (adj)	*Ɂbluŋᴮ	*Ɂbluŋᴮ	ˀb l u ŋ ¹¹		1290
441	Kayah	fat (adj)	bɨ¹¹	bɨ¹¹	b ɨ ¹¹		1290
732	Kayan	fat (adj)	bwaŋ¹¹	bwaŋ¹¹	b w a ŋ ¹¹		1290
1035	Kayaw	fat (adj)	bu¹¹	bu¹¹	b u ¹¹		1290
1335	NorthernPao	fat (adj)	pləŋ⁵⁵	pləŋ⁵⁵	p l ə ŋ ⁵⁵		1290
1623	NorthernPwo	fat (adj)	bɑ̃³³	bɑ̃³³	b ɑ̃ ³³		1290
1911	NorthernSgaw	fat (adj)	bɔ³¹῀	bɔ³¹῀	b ɔ̃ ³¹		1290
2200	SouthernPao	fat (adj)	pwəŋ³³	pwəŋ³³	p w ə ŋ ³³		1290
2485	SouthernPwo	fat (adj)	bõ⁵⁵	bõ⁵⁵	b õ ⁵⁵		1290
2783	SouthernSgaw	fat (adj)	bɔ⁴⁵’	bɔ⁴⁵’	b ɔ ⁴⁵		1290
3060	WesternBwe	fat (adj)	ɓʊ³³	ɓʊ³³	ɓ ʊ ³³		1290
110	ProtoKaren	feather, fur, body hair	*chuNᴮ	*chuNᴮ	cʰ u ɴ ¹¹		1301
442	Kayah	feather, fur, body hair	ɕɨ¹¹	ɕɨ¹¹	ɕ ɨ ¹¹		1301
733	Kayan	feather, fur, body hair	chwaŋ¹¹	chwaŋ¹¹	cʰ w a ŋ ¹¹		1301
1036	Kayaw	feather, fur, body hair	ɕu¹¹	ɕu¹¹	ɕ u ¹¹		1301
1336	NorthernPao	feather, fur, body hair	chən⁵⁵	chən⁵⁵	cʰ ə n ⁵⁵		1301
1624	NorthernPwo	feather, fur, body hair	chɑ̃³³	chɑ̃³³	cʰ ɑ̃ ³³		1301
1912	NorthernSgaw	feather, fur, body hair	chu³¹῀	chu³¹῀	cʰ ũ ³¹		1301
2201	SouthernPao	feather, fur, body hair	chuə̯ m³³	chuə̯_m³³	cʰ w ə m ³³		1301
2486	SouthernPwo	feather, fur, body hair	chõ⁵⁵	chõ⁵⁵	cʰ õ ⁵⁵		1301
2784	SouthernSgaw	feather, fur, body hair	chu⁴⁵’	chu⁴⁵’	cʰ u ⁴⁵		1301
3061	WesternBwe	feather, fur, body hair	ʃʊ³³	ʃʊ³³	ʃ ʊ ³³		1301
111	ProtoKaren	feel full (after eating)	*kəɁᴰ	*kəɁᴰ	k ə ʔ̚ ⁵¹		1314
443	Kayah	feel full (after eating)	kɔ⁵⁵	kɔ⁵⁵	k ɔ ⁵⁵		1314
734	Kayan	feel full (after eating)	kəɁ⁴⁵	kəɁ⁴⁵	k ə ʔ ⁴⁵		1314
1037	Kayaw	feel full (after eating)	kə³³	kə³³	k ə ³³		1314
1337	NorthernPao	feel full (after eating)	kəɁ²¹	kəɁ²¹	k ə ʔ ²¹		1314
1625	NorthernPwo	feel full (after eating)	kaəɁ⁴⁵	kaəɁ⁴⁵	k aə ʔ ⁴⁵		1314
2202	SouthernPao	feel full (after eating)	kəɁ²¹	kəɁ²¹	k ə ʔ ²¹		1314
113	ProtoKaren	female (humans), mother	*muᴮ	*muᴮ	m u ¹¹		1323
445	Kayah	female (humans), mother	mu¹¹	mu¹¹	m u ¹¹		1323
736	Kayan	female (humans), mother	mu¹¹	mu¹¹	m u ¹¹		1323
1039	Kayaw	female (humans), mother	mu¹¹	mu¹¹	m u ¹¹		1323
1339	NorthernPao	female (humans), mother	mu⁵³	mu⁵³	m u ⁵³		1323
1627	NorthernPwo	female (humans), mother	mu¹¹	mu¹¹	m u ɦ ¹¹		1323
1914	NorthernSgaw	female (humans), mother	mo¹¹ ̈	mo¹¹̈	m u ɦ ¹¹		1323
2204	SouthernPao	female (humans), mother	mu⁵⁵	mu⁵⁵	m u ⁵⁵		1323
2488	SouthernPwo	female (humans), mother	mu³³	mu³³	m u ³³		1323
2786	SouthernSgaw	female (humans), mother	mu³¹	mu³¹	m u ³¹		1323
3063	WesternBwe	female (humans), mother	bo¹¹ mu⁵⁵	bo¹¹_mu⁵⁵	b o ¹¹ + m u ³³		1324 1323
112	ProtoKaren	female, woman	*hmɨᴮ	*hmɨᴮ	m̥ ɨ ¹¹		1337
444	Kayah	female, woman	mɔ¹¹	mɔ¹¹	m ɔ ¹¹		1337
735	Kayan	female, woman	mɨ¹¹	mɨ¹¹	m ɨ ¹¹		1337
1038	Kayaw	female, woman	mɨ¹¹	mɨ¹¹	m ɨ ¹¹		1337
1338	NorthernPao	female, woman	mɨ⁵³	mɨ⁵³	m ɨ ⁵⁵		1337
1626	NorthernPwo	female, woman	mə̯ ɨ³³	mə̯ɨ³³	m əɨ̯ ³³		1337
1913	NorthernSgaw	female, woman	mɨ³¹῀	mɨ³¹῀	m ɨ ³¹		1337
2203	SouthernPao	female, woman	mɨ³³	mɨ³³	m ɨ ³³		1337
2487	SouthernPwo	female, woman	mɨ⁵⁵	mɨ⁵⁵	m ɨ ⁵⁵		1337
2785	SouthernSgaw	female, woman	mɨ⁴⁵’	mɨ⁴⁵’	m ɨ ⁴⁵		1337
3062	WesternBwe	female, woman	mo³³	mo³³	m o ³³		1337
114	ProtoKaren	fire	*hmeᴮ	*hmeᴮ	m̥ e ¹¹		1350
446	Kayah	fire	mi¹¹	mi¹¹	m i ¹¹		1350
737	Kayan	fire	mai¹¹	mai¹¹	m ai ¹¹		1350
1040	Kayaw	fire	mi	mi	m i ¹¹		1350
1340	NorthernPao	fire	me⁵⁵	me⁵⁵	m e ⁵⁵		1350
1628	NorthernPwo	fire	mi³³	mi³³	m i ³³		1350
1915	NorthernSgaw	fire	me³¹῀	me³¹῀	m e ³¹		1350
2205	SouthernPao	fire	me³³	me³³	m e ³³		1350
2489	SouthernPwo	fire	mi⁵⁵	mi⁵⁵	m i ⁵⁵		1350
2787	SouthernSgaw	fire	me⁴⁵’	me⁴⁵’	m e ⁴⁵		1350
3064	WesternBwe	fire	mɪ³³	mɪ³³	m ɪ ³³		1350
115	ProtoKaren	fish	*daɁᴰ	*daɁᴰ	d a ʔ̚ ⁵¹		1363
447	Kayah	fish	te³³	te³³	t e ³³		1363
738	Kayan	fish	taɁ²¹	taɁ²¹	t a ʔ ²¹		1363
1041	Kayaw	fish	tɔ³³	tɔ³³	t ɔ ³³		1363
1341	NorthernPao	fish	thaɁ⁴⁵	thaɁ⁴⁵	tʰ a ʔ ⁴⁵		1363
2206	SouthernPao	fish	thaɁ⁴⁵	thaɁ⁴⁵	t a ʔ ⁴⁵		1363
3065	WesternBwe	fish	da¹¹-pho³³	da¹¹-pho³³	d a ¹¹ + pʰ o ³³		1363 1364
116	ProtoKaren	five	*ŋjatᴰ	*ŋjatᴰ	ŋ j a t̚ ⁵¹		1372
448	Kayah	five	ŋɛ³³	ŋɛ³³	ŋ ɛ ³³		1372
739	Kayan	five	ŋɛɁ²¹	ŋɛɁ²¹	ŋ ɛ ʔ ²¹		1372
1042	Kayaw	five	jɛ³³	jɛ³³	j ɛ ³³		1372
1342	NorthernPao	five	ŋat⁴⁵	ŋat⁴⁵	ŋ a t ⁴⁵		1372
1629	NorthernPwo	five	jɛ¹¹ ̈	jɛ¹¹̈	j ɛ ɦ ¹¹		1372
1916	NorthernSgaw	five	jɛ¹¹ ̈	jɛ¹¹̈	j ɛ ɦ ¹¹		1372
2207	SouthernPao	five	ŋap⁴⁵~ŋat⁴⁵	nap⁴⁵	n a p ⁴⁵		1372
2490	SouthernPwo	five	jɛ³³	jɛ³³	j ɛ ³³		1372
2788	SouthernSgaw	five	jɛ³¹	jɛ³¹	j ɛ ³¹		1372
3066	WesternBwe	five	jɛ¹¹	jɛ¹¹	j ɛ ¹¹		1372
117	ProtoKaren	flank, rib	* rəɁᴰ	*_rəɁᴰ	r ə ʔ̚ ⁵¹		1385
449	Kayah	flank, rib	rɔ³³	rɔ³³	r ɔ ³³		1385
740	Kayan	flank, rib	rəɁ²¹	rəɁ²¹	r ə ʔ ²¹		1385
