ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
342	MecayapanNahuat	heart 	-yaːlmah (Spanish loan)	-yaːlmah_	j aː l m a h		123
343	PajapanNahuat	heart 	-alma (Spanish loan)	-alma_	a l m a		124
344	JalupaNahuat	heart 	yuh-lu	yuh-lu	j u h + l u		107
345	Pipil	heart 	-yu(ː)l	-yul	j u l		107
346	Pochutec	heart 	/n/-olyú (mi corazón)	n	n		107
347	ProtoAztecan	heart 	*-yoːl	*-yoːl	j oː l		107
348	ClassicalNahuatl	horn 	kwaːkwaw(i)-tl	kwaːkwaw-tl	k w aː k w a w + tɬ		125
349	NorthPueblaNahuatl	horn 	-kwakow	-kwakow	k w a k o w		125
350	MecayapanNahuat	horn 	kwaːkwa	kwaːkwa	k w aː k w a		125
351	PajapanNahuat	horn 	-baːbaː	-baːbaː	b aː b aː		125
352	JalupaNahuat	horn 	kokoit	kokoit	k o k o i t		125
353	Pipil	horn 	-kachoh (Spanish loan)	-kachoh_	k a tʃ o h		137
363	ClassicalNahuatl	kill 	-mikiː-tiaː	-mikiː-tiaː	m i k iː + t i aː		139
364	TetelcingoNahuatl	kill 	-miːk-tiːa	-miːk-tiːa	m iː k + t iː a		139
365	NorthPueblaNahuatl	kill 	-mik-tia	-mik-tia	m i k + t i a		139
366	MecayapanNahuat	kill 	-mik-tia	-mik-tia	m i k + t i a		139
367	PajapanNahuat	kill 	-mik-tia	-mik-tia	m i k + t i a		139
368	JalupaNahuat	kill 	-mik-ti	-mik-ti	m i k + t i		139
369	Pipil	kill 	-mik-tia	-mik-tia	m i k + t i a		139
370	Pochutec	kill 	moktí	moktí	m o k t í/i		139
371	ProtoAztecan	kill 	*mɨk-tɨ-ha	*mɨk-tɨ-ha	m ɨ k + t ɨ + h a		139
372	ClassicalNahuatl	knee 	tlan-kwai-	tlan-kwai-	tɬ a n + k w a i		140
373	TetelcingoNahuatl	knee 	-tlan-kwate	-tlan-kwate	tɬ a n + k w a t e		140
374	NorthPueblaNahuatl	knee 	-tlan-kwa	-tlan-kwa	tɬ a n + k w a		140
375	MecayapanNahuat	knee 	tan-kwaː-ʔ	tan-kwaː-ʔ	t a n + k w aː + ʔ		140
376	PajapanNahuat	knee 	-tam-ba	-tam-ba	t a m + b a		140
377	JalupaNahuat	knee 	-tam-bwa-n	-tam-bwa-n	t a m + b w a + n		140
378	Pipil	knee 	-tewahka	-tewahka	t e w a h k a		141
379	ProtoAztecan	knee 	*-tlan-kwah	*-tlan-kwah	tɬ a n + k w a h		140
380	ClassicalNahuatl	know 	mat(i)	mat	m a t		142
381	TetelcingoNahuatl	know 	-matiː	-matiː	m a t iː		142
382	NorthPueblaNahuatl	know 	-mati	-mati	m a t i		142
383	MecayapanNahuat	know 	-mati	-mati	m a t i		142
384	PajapanNahuat	know 	-mati	-mati	m a t i		142
385	JalupaNahuat	know 	-ma	-ma	m a		142
386	Pipil	know 	-mati	-mati	m a t i		142
387	Pochutec	know 	metí	metí	m e t í/i		142
388	ProtoAztecan	know 	*mati	*mati	m a t i		142
389	ClassicalNahuatl	leaf 	iswa-tl	iswa-tl	i s w a + tɬ		143
390	TetelcingoNahuatl	leaf 	xiːbiːtl	xiːbiːtl	x iː b iː tɬ		144
391	NorthPueblaNahuatl	leaf 	xiwi-tl	xiwi-tl	x i w i + tɬ		144
392	MecayapanNahuat	leaf 	iswaʔ	iswaʔ	i s w a ʔ		143
393	PajapanNahuat	leaf 	-iswa-t	-iswa-t	i s w a + t		143
394	JalupaNahuat	leaf 	iswa-t	iswa-t	i s w a + t		143
395	Pipil	leaf 	iswa-t	iswa-t	i s w a + t		143
396	Pochutec	leaf 	xut	xut	x u t		144
397	ProtoAztecan	leaf 	*ɨswa-tl	*ɨswa-tl	ɨ s w a + tɬ		143
398	ClassicalNahuatl	lie 	mo-teːka	mo-teːka	m o + t eː k a		145
399	TetelcingoNahuatl	lie 	mo-tieka	mo-tieka	m o + t i e k a		145
400	NorthPueblaNahuatl	lie 	mo-teka	mo-teka	m o + t e k a		145
401	MecayapanNahuat	lie 	mo-teːca	mo-teːca	m o + t eː c a		145
402	PajapanNahuat	lie 	mo-tega	mo-tega	m o + t e g a		145
403	JalupaNahuat	lie 	mu-reka-k (acos- tado)	mu-reka-k_	m u + r e k a + k		145
404	Pipil	lie 	mu-teːka	mu-teːka	m u + t eː k a		145
405	Pochutec	lie 	teké	teké	t e k é/e		145
406	ProtoAztecan	lie 	*mo-teːka	*mo-teːka	m o + t eː k a		145
407	ClassicalNahuatl	liver 	eːl-li	eːl-li	eː l + l i		154
408	NorthPueblaNahuatl	liver 	-yel-tlapach	-yel-tlapach	j e l + tɬ a p a tʃ		155
409	MecayapanNahuat	liver 	-yoːl	-yoːl	j oː l		156
410	Pipil	liver 	-el-tapach	-el-tapach	e l + t a p a tʃ		157
411	ClassicalNahuatl	long 	weːiyak	weːiyak	w eː i j a k		158
412	TetelcingoNahuatl	long 	beyak	beyak	b e j a k		158
413	NorthPueblaNahuatl	long 	weyak	weyak	w e j a k		158
414	MecayapanNahuat	long 	weːyaktiʔ	weːyaktiʔ	w eː j a k t i ʔ		158
415	PajapanNahuat	long 	weːyak	weːyak	w eː j a k		158
416	JalupaNahuat	long 	weyak	weyak	w e j a k		158
417	Pipil	long 	weyak	weyak	w e j a k		158
418	ProtoAztecan	long 	*weheya-k	*weheya-k	w e h e j a + k		158
419	ClassicalNahuatl	louse 	atemi-tl	atemi-tl	a t e m i + tɬ		159
420	TetelcingoNahuatl	louse 	atiːmiː-tl	atiːmiː-tl	a t iː m iː + tɬ		159
421	NorthPueblaNahuatl	louse 	pioho (Spanish loan)	pioho_	p i o h o		175
422	MecayapanNahuat	louse 	atimiʔ	atimiʔ	a t i m i ʔ		159
423	PajapanNahuat	louse 	aːtin	aːtin	aː t i n		159
424	JalupaNahuat	louse 	aːtin	aːtin	aː t i n		159
425	Pipil	louse 	atime-t	atime-t	a t i m e + t		159
426	Pochutec	louse 	atóm-t	atóm-t	a t ó/o m + t		159
427	ProtoAztecan	louse 	*atɨmɨ-tl	*atɨmɨ-tl	a t ɨ m ɨ + tɬ		159
428	ClassicalNahuatl	man 	taːka-tl, okich-tli	taːka-tl	t aː k a + tɬ		176
429	TetelcingoNahuatl	man 	umbre (Spanish loan), tlöca-tl	umbre_	u m b r e		176
430	NorthPueblaNahuatl	man 	tlakatl	tlakatl	tɬ a k a tɬ		176
431	MecayapanNahuat	man 	taːga-ʔ	taːga-ʔ	t aː g a + ʔ		176
432	PajapanNahuat	man 	taːga-t	taːga-t	t aː g a + t		176
433	JalupaNahuat	man 	taːka-t	taːka-t	t aː k a + t		176
434	Pipil	man 	taːka-t	taːka-t	t aː k a + t		176
435	Pochutec	man 	okóx-t, teké-t	okóx-t	o k ó/o x + t		176
436	ProtoAztecan	man 	*tlaːka-tl	*tlaːka-tl	tɬ aː k a + tɬ		176
437	ClassicalNahuatl	many 	miakiːn ~ miakiːntiːn ~ miaktiːn ~ miːmiak	miakiːn	m i a k iː n		177
438	TetelcingoNahuatl	many 	meyak	meyak	m e j a k		177
439	NorthPueblaNahuatl	many 	miak	miak	m i a k		177
440	MecayapanNahuat	many 	miaʔ (mucho), miakeh (muchos)	miaʔ_	m i a ʔ		177
441	PajapanNahuat	many 	miak (muchos)	miak_	m i a k		177
442	JalupaNahuat	many 	miakpa (muchos)	miakpa_	m i a k p a		177
443	Pipil	many 	miyak (mucho, muchos, bastante)	miyak_	m i j a k		177
444	Pochutec	many 	asók (mucho, muchos, muy)	asók_	a s ó/o k		178
445	ProtoAztecan	many 	*mɨyak	*mɨyak	m ɨ j a k		177
446	ClassicalNahuatl	meat 	naka-tl	naka-tl	n a k a + tɬ		179
447	TetelcingoNahuatl	meat 	naka-tl	naka-tl	n a k a + tɬ		179
448	NorthPueblaNahuatl	meat 	naka-tl	naka-tl	n a k a + tɬ		179
449	MecayapanNahuat	meat 	naka-ʔ	naka-ʔ	n a k a + ʔ		179
450	PajapanNahuat	meat 	naga-t	naga-t	n a g a + t		179
451	JalupaNahuat	meat 	naka-t	naka-t	n a k a + t		179
452	Pipil	meat 	naka-t	naka-t	n a k a + t		179
453	Pochutec	meat 	neké-t (esta carne está manida), tutú-t (carne para comer)	neké-t_	n e k é/e + t		179
454	ProtoAztecan	meat 	*naka-tl	*naka-tl	n a k a + tɬ		179
455	ClassicalNahuatl	moon 	meːtz-tli	meːtz-tli	m eː ts + tɬ i		180
456	TetelcingoNahuatl	moon 	mietz-tliː	mietz-tliː	m i e ts + tɬ iː		180
457	NorthPueblaNahuatl	moon 	metz-tli	metz-tli	m e ts + tɬ i		180
458	MecayapanNahuat	moon 	meːtz-ti, to-yeː-tzin (lit. ‘nuesta madrecita’)	meːtz-ti	m eː ts + t i		180
459	PajapanNahuat	moon 	meːs-ti, to-yeː-tzin	meːs-ti	m eː s + t i		180
460	JalupaNahuat	moon 	meːtz-ti	meːtz-ti	m eː ts + t i		180
461	Pipil	moon 	meːtz-ti	meːtz-ti	m eː ts + t i		180
462	Pochutec	moon 	mes-t	mes-t	m e s + t		180
463	ProtoAztecan	moon 	*meːtz-tlɨ	*meːtz-tlɨ	m eː ts + tɬ ɨ		180
464	ClassicalNahuatl	mountain 	tepeː-tl	tepeː-tl	t e p eː + tɬ		181
465	TetelcingoNahuatl	mountain 	tepie-tl	tepie-tl	t e p i e + tɬ		181
466	NorthPueblaNahuatl	mountain 	tepe-tl	tepe-tl	t e p e + tɬ		181
467	MecayapanNahuat	mountain 	tepeː-ʔ	tepeː-ʔ	t e p eː + ʔ		181
468	PajapanNahuat	mountain 	tepeː-t	tepeː-t	t e p eː + t		181
469	Pipil	mountain 	tepeː-t	tepeː-t	t e p eː + t		181
470	ProtoAztecan	mountain 	*tɨpeː-tl	*tɨpeː-tl	t ɨ p eː + tɬ		181
471	ClassicalNahuatl	mouth 	kam(a)-tl	kam-tl	k a m + tɬ		182
472	TetelcingoNahuatl	mouth 	-kama-k	-kama-k	k a m a + k		182
473	NorthPueblaNahuatl	mouth 	-kama-k	-kama-k	k a m a + k		182
474	MecayapanNahuat	mouth 	-teːn	-teːn	t eː n		183
475	PajapanNahuat	mouth 	-teːn	-teːn	t eː n		183
476	JalupaNahuat	mouth 	-teːn	-teːn	t eː n		183
477	Pipil	mouth 	-teːn	-teːn	t eː n		183
478	Pochutec	mouth 	ten	ten	t e n		183
479	ProtoAztecan	mouth 	*teːn-tlɨ	*teːn-tlɨ	t eː n + tɬ ɨ		183
480	ClassicalNahuatl	name 	toːkaː(i)-tl	toːkaː-tl	t oː k aː + tɬ		184
481	TetelcingoNahuatl	name 	-tukö	-tukö	t u k ø		184
482	NorthPueblaNahuatl	name 	tokah-tli	tokah-tli	t o k a h + tɬ i		184
483	MecayapanNahuat	name 	toːkaː-ʔ	toːkaː-ʔ	t oː k aː + ʔ		184
484	PajapanNahuat	name 	-toga	-toga	t o g a		184
485	JalupaNahuat	name 	tuwa-n	tuwa-n	t u w a + n		184
486	Pipil	name 	-tuːkey	-tuːkey	t uː k e j		184
487	Pochutec	name 	kul	kul	k u l		185
488	ProtoAztecan	name 	*toːkaːhɨ-tl	*toːkaːhɨ-tl	t oː k aː h ɨ + tɬ		184
489	ClassicalNahuatl	neck 	kech-tli	kech-tli	k e tʃ + tɬ i		186
490	TetelcingoNahuatl	neck 	-kech-kochtla	-kech-kochtla	k e tʃ + k o tʃ tɬ a		186
491	NorthPueblaNahuatl	neck 	-kech	-kech	k e tʃ		186
492	MecayapanNahuat	neck 	-kech	-kech	k e tʃ		186
493	PajapanNahuat	neck 	-geːch	-geːch	g eː tʃ		186
494	JalupaNahuat	neck 	-kech	-kech	k e tʃ		186
495	Pipil	neck 	-kech-kuːyu	-kech-kuːyu	k e tʃ + k uː j u		186
496	Pochutec	neck 	kox-t (pescuezo)	kox-t_	k o x + t		186
497	ProtoAztecan	neck 	*kəch-tlɨ	*kəch-tlɨ	k ə tʃ + tɬ ɨ		186
498	ClassicalNahuatl	new 	yankwi-k	yankwi-k	j a n k w i + k		187
499	TetelcingoNahuatl	new 	yankwiː-k	yankwiː-k	j a n k w iː + k		187
500	NorthPueblaNahuatl	new 	yankwi-k	yankwi-k	j a n k w i + k		187
501	MecayapanNahuat	new 	yamkwi-ʔ	yamkwi-ʔ	j a m k w i + ʔ		187
502	PajapanNahuat	new 	yambi-k	yambi-k	j a m b i + k		187
503	JalupaNahuat	new 	yambwi-k	yambwi-k	j a m b w i + k		187
504	Pipil	new 	yankwi-k	yankwi-k	j a n k w i + k		187
505	ProtoAztecan	new 	*yankwi-k	*yankwi-k	j a n k w i + k		187
506	ClassicalNahuatl	night 	yowal-li	yowal-li	j o w a l + l i		188
507	TetelcingoNahuatl	night 	yowaliː	yowaliː	j o w a l iː		188
508	NorthPueblaNahuatl	night 	yowali	yowali	j o w a l i		188
509	MecayapanNahuat	night 	yowal	yowal	j o w a l		188
510	PajapanNahuat	night 	ta-yoá	ta-yoá	t a + j o á/a		189
511	JalupaNahuat	night 	ta-yuwa-k	ta-yuwa-k	t a + j u w a + k		189
512	Pipil	night 	ta-yuwa	ta-yuwa	t a + j u w a		189
513	Pochutec	night 	owél	owél	o w é/e l		188
514	ProtoAztecan	night 	*yowal-lɨ	*yowal-lɨ	j o w a l + l ɨ		188
515	ClassicalNahuatl	nose 	yak(a)-tl	yak-tl	j a k + tɬ		190
516	TetelcingoNahuatl	nose 	-yeka-tzol	-yeka-tzol	j e k a + ts o l		190
517	NorthPueblaNahuatl	nose 	-yeka-k	-yeka-k	j e k a + k		190
518	MecayapanNahuat	nose 	yak-ti	yak-ti	j a k + t i		190
519	PajapanNahuat	nose 	yaga-t	yaga-t	j a g a + t		190
520	JalupaNahuat	nose 	-yak	-yak	j a k		190
521	Pipil	nose 	-yak	-yak	j a k		190
522	Pochutec	nose 	yeké-t	yeké-t	j e k é/e + t		190
523	ProtoAztecan	nose 	*yaka-tl	*yaka-tl	j a k a + tɬ		190
524	ClassicalNahuatl	not 	aʔmoː	aʔmoː	a ʔ m oː		191
525	TetelcingoNahuatl	not 	amo	amo	a m o		191
526	NorthPueblaNahuatl	not 	ahmo	ahmo	a h m o		191
527	MecayapanNahuat	not 	ayaːʔ, amo	ayaːʔ	a j aː ʔ		191
528	PajapanNahuat	not 	amó, ayá, a-té	amó	a m ó/o		192
529	JalupaNahuat	not 	te	te	t e		192
530	Pipil	not 	teː tesu	teː_tesu	t eː + t e s u		192
531	Pochutec	not 	as	as	a s		193
532	ClassicalNahuatl	one 	seː (bound form: sem)	seː_	s eː		194
533	TetelcingoNahuatl	one 	sie, sen-te	sie	s i e		194
534	NorthPueblaNahuatl	one 	seya	seya	s e j a		194
535	MecayapanNahuat	one 	seː	seː	s eː		194
536	PajapanNahuat	one 	se	se	s e		194
537	JalupaNahuat	one 	se	se	s e		194
538	Pipil	one 	seː	seː	s eː		194
539	Pochutec	one 	se	se	s e		194
540	ProtoAztecan	one 	*seː(m)	*seː	s eː		194
541	ClassicalNahuatl	person 	tlaːka-tl	tlaːka-tl	tɬ aː k a + tɬ		207
542	TetelcingoNahuatl	person 	hiente (Spanish loan), tlöka	hiente_	h i e n t e		208
543	MecayapanNahuat	person 	hente (Spanish loan)	hente_	h e n t e		209
544	PajapanNahuat	person 	kristianoh (Spanish loan)	kristianoh_	k r i s t i a n o h		210
545	JalupaNahuat	person 	yohomeh	yohomeh	j o h o m e h		211
546	Pipil	person 	kristanuh (Spanish loan)	kristanuh_	k r i s t a n u h		212
547	ClassicalNahuatl	rain 	kiyaw(i)-tl	kiyaw-tl	k i j a w + tɬ		213
548	TetelcingoNahuatl	rain 	kiːyabiː-tl	kiːyabiː-tl	k iː j a b iː + tɬ		213
549	NorthPueblaNahuatl	rain 	kiyawi-tl	kiyawi-tl	k i j a w i + tɬ		213
550	MecayapanNahuat	rain 	kiahuaː-ʔ ~ tiahuaː-ʔ	kiahuaː-ʔ	k i a h u aː + ʔ		213
551	PajapanNahuat	rain 	aː-tzona-t	aː-tzona-t	aː + ts o n a + t		214
552	JalupaNahuat	rain 	chimaː-t	chimaː-t	tʃ i m aː + t		215
553	Pipil	rain 	aː-t	aː-t	aː + t		216
554	Pochutec	rain 	yek-t	yek-t	j e k + t		217
555	ClassicalNahuatl	red 	chiː-chiːl-tik (cf. chi:l-li ‘chili pepper’)	chiː-chiːl-tik_	tʃ iː + tʃ iː l + t i k		218
556	TetelcingoNahuatl	red 	chi-chi-ltiːk	chi-chi-ltiːk	tʃ i + tʃ i + l t iː k		218
557	NorthPueblaNahuatl	red 	chi-chil-tik	chi-chil-tik	tʃ i + tʃ i l + t i k		218
558	MecayapanNahuat	red 	chiːl-tiʔ	chiːl-tiʔ	tʃ iː l + t i ʔ		218
559	PajapanNahuat	red 	ta-tawi-k (cf. CNa tla:w(i)-tl ‘red ochre’)	ta-tawi-k_	t a + t a w i + k		219
560	JalupaNahuat	red 	traik	traik	t r a i k		219
561	Pipil	red 	chiːl-tik	chiːl-tik	tʃ iː l + t i k		218
562	ProtoAztecan	red 	*chiːl-tɨ-k ?	*chiːl-tɨ-k_?	tʃ iː l + t ɨ + k		218
563	ClassicalNahuatl	road 	oʔ-tli	oʔ-tli	o ʔ + tɬ i		220
564	TetelcingoNahuatl	road 	oh-tliː	oh-tliː	o h + tɬ iː		220
565	NorthPueblaNahuatl	road 	oh-tli	oh-tli	o h + tɬ i		220
566	MecayapanNahuat	road 	oh-ti	oh-ti	o h + t i		220
567	PajapanNahuat	road 	oh-ti	oh-ti	o h + t i		220
568	JalupaNahuat	road 	uh-ti	uh-ti	u h + t i		220
569	Pipil	road 	uh-ti	uh-ti	u h + t i		220
570	Pochutec	road 	ot’kán	ot’kán	o tʼ k á/a n		220
571	ProtoAztecan	road 	*oh-tlɨ	*oh-tlɨ	o h + tɬ ɨ		220
572	ClassicalNahuatl	root 	nelwa-tl	nelwa-tl	n e l w a + tɬ		221
573	TetelcingoNahuatl	root 	nelwa-yu-tl	nelwa-yu-tl	n e l w a + j u + tɬ		221
574	NorthPueblaNahuatl	root 	nelwa-tl	nelwa-tl	n e l w a + tɬ		221
575	MecayapanNahuat	root 	nelwa-ʔ	nelwa-ʔ	n e l w a + ʔ		221
576	PajapanNahuat	root 	ba-takson	ba-takson	b a + t a k s o n		222
577	JalupaNahuat	root 	talwa-t	talwa-t	t a l w a + t		223
578	Pipil	root 	nelwa-t	nelwa-t	n e l w a + t		221
579	ProtoAztecan	root 	*nelwa-tl ?	*nelwa-tl_?	n e l w a + tɬ		221
580	ClassicalNahuatl	round 	yawal-tik (cosa redonda como rodela)	yawal-tik_	j a w a l + t i k		224
581	TetelcingoNahuatl	round 	yewal-tiːk	yewal-tiːk	j e w a l + t iː k		224
582	NorthPueblaNahuatl	round 	yewal-tik	yewal-tik	j e w a l + t i k		224
583	MecayapanNahuat	round 	yawal-tiʔ (plano), mimil-tiʔ (esférico)	yawal-tiʔ_	j a w a l + t i ʔ		224
584	PajapanNahuat	round 	monso (a loan?)	monso_	m o n s o		225
585	JalupaNahuat	round 	tulutz-tik	tulutz-tik	t u l u ts + t i k		226
586	Pipil	round 	yawal-nah (circular), mi-mil-nah (rollizo), ul-ul-nah (esférico)	yawal-nah_	j a w a l + n a h		224
587	ProtoAztecan	round 	*yawal-tɨ-k ?	*yawal-tɨ-k_?	j a w a l + t ɨ + k		224
588	ClassicalNahuatl	sand 	xaːl-li	xaːl-li	x aː l + l i		227
589	TetelcingoNahuatl	sand 	xöliː	xöliː	x ø l iː		227
590	NorthPueblaNahuatl	sand 	xali	xali	x a l i		227
591	MecayapanNahuat	sand 	xaːhli	xaːhli	x aː h l i		227
592	PajapanNahuat	sand 	xaːhli	xaːhli	x aː h l i		227
593	JalupaNahuat	sand 	xaːhli	xaːhli	x aː h l i		227
594	Pipil	sand 	aː-xaːl	aː-xaːl	aː + x aː l		227
595	ProtoAztecan	sand 	*xaːl-lɨ	*xaːl-lɨ	x aː l + l ɨ		227
596	ClassicalNahuatl	say 	(i)ʔtoaː (to say something), (i)lwiaː (to say something to someone)	ʔtoaː_	ʔ t o aː		228
597	TetelcingoNahuatl	say 	-htoa	-htoa	ʰt o a		228
598	NorthPueblaNahuatl	say 	-ihtoa	-ihtoa	i h t o a		228
599	MecayapanNahuat	say 	k-ihtoa, k-ihliá (algo a alguien)	k-ihtoa	k + i h t o a		228
600	PajapanNahuat	say 	-ihtoa, -ihlia	-ihtoa	i h t o a		228
601	JalupaNahuat	say 	-ihli	-ihli	i h l i		229
602	Pipil	say 	ilwia	ilwia	i l w i a		229
603	Pochutec	say 	ití (decirle), nuká (de- cirlo)	ití_	i t í/i		230
604	ClassicalNahuatl	see 	(i)tta	tta	t t a		231
605	TetelcingoNahuatl	see 	-hta	-hta	ʰt a		231
606	NorthPueblaNahuatl	see 	-ita	-ita	i t a		231
607	MecayapanNahuat	see 	-ita	-ita	i t a		231
608	PajapanNahuat	see 	-ita	-ita	i t a		231
609	JalupaNahuat	see 	-ira	-ira	i r a		231
610	Pipil	see 	ita	ita	i t a		231
611	Pochutec	see 	itá	itá	i t á/a		231
612	ProtoAztecan	see 	*­ɨhta	*ɨhta	ɨ h t a		231
613	ClassicalNahuatl	seed 	ach-tli	ach-tli	a tʃ + tɬ i		232
614	TetelcingoNahuatl	seed 	xiːn-öch-tliː	xiːn-öch-tliː	x iː n + ø tʃ + tɬ iː		232
615	NorthPueblaNahuatl	seed 	achtli, xin-achtli	achtli	a tʃ tɬ i		232
616	MecayapanNahuat	seed 	-yoːl	-yoːl	j oː l		233
617	PajapanNahuat	seed 	-yoːl	-yoːl	j oː l		233
618	JalupaNahuat	seed 	yuhlu	yuhlu	j u h l u		233
619	Pipil	seed 	iːx	iːx	iː x		234
620	Pochutec	seed 	ax-t (cf. /no/-achú ‘mi semilla’)	ax-t_	a x + t		232
621	ProtoAztecan	seed 	*aːch-tlɨ	*aːch-tlɨ	aː tʃ + tɬ ɨ		232
622	ClassicalNahuatl	sit 	mo-tlaːliaː	mo-tlaːliaː	m o + tɬ aː l i aː		235
623	TetelcingoNahuatl	sit 	mo-tlöliːa	mo-tlöliːa	m o + tɬ ø l iː a		235
624	NorthPueblaNahuatl	sit 	mo-tlalia	mo-tlalia	m o + tɬ a l i a		235
625	MecayapanNahuat	sit 	mo-taːliá	mo-taːliá	m o + t aː l i á/a		235
626	PajapanNahuat	sit 	mo-taːli/mo-tzogoloa	mo-taːli	m o + t aː l i		235
627	JalupaNahuat	sit 	mu-ralih-tuk (sentado)	mu-ralih-tuk_	m u + r a l i h + t u k		235
628	Pipil	sit 	mu-taːlia	mu-taːlia	m u + t aː l i a		235
629	Pochutec	sit 	metzá	metzá	m e ts á/a		236
630	ProtoAztecan	sit 	*mo-tlalɨ-ha	*mo-tlalɨ-ha	m o + tɬ a l ɨ + h a		235
631	ClassicalNahuatl	skin 	eːwa-tl	eːwa-tl	eː w a + tɬ		237
632	TetelcingoNahuatl	skin 	-yewayo, -kwiːtlaxkol	-yewayo	j e w a j o		237
633	NorthPueblaNahuatl	skin 	-yewayo	-yewayo	j e w a j o		237
634	MecayapanNahuat	skin 	kahloː-ʔ	kahloː-ʔ	k a h l oː + ʔ		238
635	PajapanNahuat	skin 	-betax	-betax	b e t a x		239
636	JalupaNahuat	skin 	bwéraxti	bwéraxti	b w é/e r a x t i		239
637	Pipil	skin 	-eːwayu	-eːwayu	eː w a j u		237
638	Pochutec	skin 	kwetéx-t	kwetéx-t	k w e t é/e x + t		239
639	ProtoAztecan	skin 	*eːwa-tl	*eːwa-tl	eː w a + tɬ		237
640	ClassicalNahuatl	sleep 	koch(i)	koch	k o tʃ		240
641	TetelcingoNahuatl	sleep 	kochiː	kochiː	k o tʃ iː		240
642	NorthPueblaNahuatl	sleep 	kochi	kochi	k o tʃ i		240
643	MecayapanNahuat	sleep 	kochi	kochi	k o tʃ i		240
644	PajapanNahuat	sleep 	-gochi	-gochi	g o tʃ i		240
645	JalupaNahuat	sleep 	-kuchi	-kuchi	k u tʃ i		240
646	Pipil	sleep 	kuchi	kuchi	k u tʃ i		240
647	Pochutec	sleep 	kochí	kochí	k o tʃ í/i		240
648	ProtoAztecan	sleep 	*kochɨ	*kochɨ	k o tʃ ɨ		240
649	ClassicalNahuatl	small 	tepi-toːn, tepi-tzin	tepi-toːn	t e p i + t oː n		241
650	TetelcingoNahuatl	small 	tzitziːkiː-tzi	tzitziːkiː-tzi	ts i ts iː k iː + ts i		242
651	NorthPueblaNahuatl	small 	kitzinin	kitzinin	k i ts i n i n		243
652	MecayapanNahuat	small 	aliːm-pa	aliːm-pa	a l iː m + p a		244
653	PajapanNahuat	small 	chihchinti-tzin	chihchinti-tzin	tʃ i h tʃ i n t i + ts i n		245
654	JalupaNahuat	small 	tziri-tuk	tziri-tuk	ts i r i + t u k		246
655	Pipil	small 	achih-chin, atzih-tzin	achih-chin	a tʃ i h + tʃ i n		247
656	Pochutec	small 	nixtún (pequeño, poquito), túchi (pequeño)	nixtún_	n i x t ú/u n		248
657	ClassicalNahuatl	smoke 	poːk-tli	poːk-tli	p oː k + tɬ i		249
658	TetelcingoNahuatl	smoke 	puk-tliː	puk-tliː	p u k + tɬ iː		249
659	NorthPueblaNahuatl	smoke 	pok-tli	pok-tli	p o k + tɬ i		249
660	MecayapanNahuat	smoke 	poːk-ti	poːk-ti	p oː k + t i		249
661	PajapanNahuat	smoke 	poːk-ti	poːk-ti	p oː k + t i		249
662	JalupaNahuat	smoke 	puːk-ti	puːk-ti	p uː k + t i		249
663	Pipil	smoke 	puk-ti	puk-ti	p u k + t i		249
664	Pochutec	smoke 	a-potók-t	a-potók-t	a + p o t ó/o k + t		250
665	ProtoAztecan	smoke 	*poːk-tlɨ ?	*poːk-tlɨ_?	p oː k + tɬ ɨ		249
666	ClassicalNahuatl	stand 	mo-ketza(a)	mo-ketza	m o + k e ts a		251
667	TetelcingoNahuatl	stand 	mo-ketza	mo-ketza	m o + k e ts a		251
668	NorthPueblaNahuatl	stand 	mo-tel-ketza, mo-ketza	mo-tel-ketza	m o + t e l + k e ts a		251
669	MecayapanNahuat	stand 	mo-ketza	mo-ketza	m o + k e ts a		251
670	PajapanNahuat	stand 	mo-getza	mo-getza	m o + g e ts a		251
671	JalupaNahuat	stand 	ihkatuk (parado)	ihkatuk_	i h k a t u k		267
672	Pipil	stand 	mu-ketza	mu-ketza	m u + k e ts a		251
673	Pochutec	stand 	x-mo-ktzé (¡Párate!)	x-mo-ktzé_	x + m o + k ts é/e		251
674	ProtoAztecan	stand 	*kɨtza	*kɨtza	k ɨ ts a		251
675	ClassicalNahuatl	star 	siːtlal-in	siːtlal-in	s iː tɬ a l + i n		268
676	TetelcingoNahuatl	star 	sitlaliː	sitlaliː	s i tɬ a l iː		268
677	NorthPueblaNahuatl	star 	sitlali	sitlali	s i tɬ a l i		268
678	MecayapanNahuat	star 	siːtalin	siːtalin	s iː t a l i n		268
679	PajapanNahuat	star 	lusero (Spanish loan)	lusero_	l u s e r o		282
680	JalupaNahuat	star 	siːtal	siːtal	s iː t a l		268
681	Pipil	star 	siːtal	siːtal	s iː t a l		268
682	ProtoAztecan	star 	*sitlalɨ-m	*sitlalɨ-m	s i tɬ a l ɨ + m		268
683	ClassicalNahuatl	stone 	te-tl	te-tl	t e + tɬ		283
684	TetelcingoNahuatl	stone 	tie-te-tu	tie-te-tu	t i e + t e + t u		283
685	NorthPueblaNahuatl	stone 	te-tl	te-tl	t e + tɬ		283
686	MecayapanNahuat	stone 	teʔ-ti	teʔ-ti	t e ʔ + t i		283
687	PajapanNahuat	stone 	te-t	te-t	t e + t		283
688	JalupaNahuat	stone 	xaːl-te-t	xaːl-te-t	x aː l + t e + t		283
